Resetting envs
Envs resetted
Total steps: 22120800
Total steps: 22123200
Total steps: 22125600
Total steps: 22128000
Total steps: 22130400
Total steps: 22132800
Total steps: 22135200
Total steps: 22137600
Total steps: 22140000
Total steps: 22142400
Total steps: 22144800
Total steps: 22147200
Total steps: 22149600
Total steps: 22152000
Total steps: 22154400
Total steps: 22156800
Total steps: 22159200
Total steps: 22161600
Total steps: 22164000
Total steps: 22166400
Total steps: 22168800
Total steps: 22171200
Total steps: 22173600
Total steps: 22176000
Total steps: 22178400
Total steps: 22180800
Total steps: 22183200
Total steps: 22185600
Total steps: 22188000
Total steps: 22190400
Total steps: 22192800
Total steps: 22195200
Total steps: 22197600
Total steps: 22200000
Total steps: 22202400
Total steps: 22204800
Total steps: 22207200
Total steps: 22209600
Total steps: 22212000
Total steps: 22214400
Total steps: 22216800
Total steps: 22219200
Total steps: 22221600
Total steps: 22224000
Total steps: 22226400
Total steps: 22228800
Total steps: 22231200
Total steps: 22233600
Total steps: 22236000
Total steps: 22238400
Total steps: 22240800
Total steps: 22243200
Total steps: 22245600
Total steps: 22248000
Total steps: 22250400
Total steps: 22252800
Total steps: 22255200
Total steps: 22257600
Total steps: 22260000
Total steps: 22262400
Total steps: 22264800
Total steps: 22267200
Total steps: 22269600
Total steps: 22272000
Total steps: 22274400
Total steps: 22276800
Total steps: 22279200
Total steps: 22281600
Total steps: 22284000
Total steps: 22286400
Total steps: 22288800
Total steps: 22291200
Total steps: 22293600
Total steps: 22296000
Total steps: 22298400
Total steps: 22300800
Total steps: 22303200
Total steps: 22305600
Total steps: 22308000
Total steps: 22310400
Total steps: 22312800
Total steps: 22315200
Total steps: 22317600
Total steps: 22320000
Total steps: 22322400
Total steps: 22324800
Total steps: 22327200
Total steps: 22329600
Total steps: 22332000
Total steps: 22334400
Total steps: 22336800
Total steps: 22339200
Total steps: 22341600
Total steps: 22344000
Total steps: 22346400
Total steps: 22348800
Total steps: 22351200
Total steps: 22353600
Total steps: 22356000
Total steps: 22358400
Total steps: 22360800
Total steps: 22363200
Total steps: 22365600
Total steps: 22368000
Total steps: 22370400
Total steps: 22372800
Total steps: 22375200
Total steps: 22377600
Total steps: 22380000
Total steps: 22382400
Total steps: 22384800
Total steps: 22387200
Total steps: 22389600
Total steps: 22392000
Total steps: 22394400
Total steps: 22396800
Total steps: 22399200
Total steps: 22401600
Total steps: 22404000
Total steps: 22406400
Total steps: 22408800
Total steps: 22411200
Total steps: 22413600
Total steps: 22416000
Total steps: 22418400
Total steps: 22420800
Total steps: 22423200
Total steps: 22425600
Total steps: 22428000
Total steps: 22430400
Total steps: 22432800
Total steps: 22435200
Total steps: 22437600
Total steps: 22440000
Total steps: 22442400
Total steps: 22444800
Total steps: 22447200
Total steps: 22449600
Total steps: 22452000
Total steps: 22454400
Total steps: 22456800
Total steps: 22459200
Total steps: 22461600
Total steps: 22464000
Total steps: 22466400
Total steps: 22468800
Total steps: 22471200
Total steps: 22473600
Total steps: 22476000
Total steps: 22478400
Total steps: 22480800
Total steps: 22483200
Total steps: 22485600
Total steps: 22488000
Total steps: 22490400
Total steps: 22492800
Total steps: 22495200
Total steps: 22497600
Total steps: 22500000
Total steps: 22502400
Total steps: 22504800
Total steps: 22507200
Total steps: 22509600
Total steps: 22512000
Total steps: 22514400
Total steps: 22516800
Total steps: 22519200
Total steps: 22521600
Total steps: 22524000
Total steps: 22526400
Total steps: 22528800
Total steps: 22531200
Total steps: 22533600
Total steps: 22536000
Total steps: 22538400
Total steps: 22540800
Total steps: 22543200
Total steps: 22545600
Total steps: 22548000
Total steps: 22550400
Total steps: 22552800
Total steps: 22555200
Total steps: 22557600
Total steps: 22560000
Total steps: 22562400
Total steps: 22564800
Total steps: 22567200
Total steps: 22569600
Total steps: 22572000
Total steps: 22574400
Total steps: 22576800
Total steps: 22579200
Total steps: 22581600
Total steps: 22584000
Total steps: 22586400
Total steps: 22588800
Total steps: 22591200
Total steps: 22593600
Total steps: 22596000
Total steps: 22598400
Total steps: 22600800
Total steps: 22603200
Total steps: 22605600
Total steps: 22608000
Total steps: 22610400
Total steps: 22612800
Total steps: 22615200
Total steps: 22617600
Total steps: 22620000
Total steps: 22622400
Total steps: 22624800
Total steps: 22627200
Total steps: 22629600
Total steps: 22632000
Total steps: 22634400
Total steps: 22636800
Total steps: 22639200
Total steps: 22641600
Total steps: 22644000
Total steps: 22646400
Total steps: 22648800
Total steps: 22651200
Total steps: 22653600
Total steps: 22656000
Total steps: 22658400
Total steps: 22660800
Total steps: 22663200
Total steps: 22665600
Total steps: 22668000
Total steps: 22670400
Total steps: 22672800
Total steps: 22675200
Total steps: 22677600
Total steps: 22680000
Total steps: 22682400
Total steps: 22684800
Total steps: 22687200
Total steps: 22689600
Total steps: 22692000
Total steps: 22694400
Total steps: 22696800
Total steps: 22699200
Total steps: 22701600
Total steps: 22704000
Total steps: 22706400
Total steps: 22708800
Total steps: 22711200
Total steps: 22713600
Total steps: 22716000
Total steps: 22718400
Total steps: 22720800
Total steps: 22723200
Total steps: 22725600
Total steps: 22728000
Total steps: 22730400
Total steps: 22732800
Total steps: 22735200
Total steps: 22737600
Total steps: 22740000
Total steps: 22742400
Total steps: 22744800
Total steps: 22747200
Total steps: 22749600
Total steps: 22752000
Total steps: 22754400
Total steps: 22756800
Total steps: 22759200
Total steps: 22761600
Total steps: 22764000
Total steps: 22766400
Total steps: 22768800
Total steps: 22771200
Total steps: 22773600
Total steps: 22776000
Total steps: 22778400
Total steps: 22780800
Total steps: 22783200
Total steps: 22785600
Total steps: 22788000
Total steps: 22790400
Total steps: 22792800
Total steps: 22795200
Total steps: 22797600
Total steps: 22800000
Total steps: 22802400
Total steps: 22804800
Total steps: 22807200
Total steps: 22809600
Total steps: 22812000
Total steps: 22814400
Total steps: 22816800
Total steps: 22819200
Total steps: 22821600
Total steps: 22824000
Total steps: 22826400
Total steps: 22828800
Total steps: 22831200
Total steps: 22833600
Total steps: 22836000
Total steps: 22838400
Total steps: 22840800
Total steps: 22843200
Total steps: 22845600
Total steps: 22848000
Total steps: 22850400
Total steps: 22852800
Total steps: 22855200
Total steps: 22857600
Total steps: 22860000
Total steps: 22862400
Total steps: 22864800
Total steps: 22867200
Total steps: 22869600
Total steps: 22872000
Total steps: 22874400
Total steps: 22876800
Total steps: 22879200
Total steps: 22881600
Total steps: 22884000
Total steps: 22886400
Total steps: 22888800
Total steps: 22891200
Total steps: 22893600
Total steps: 22896000
Total steps: 22898400
Total steps: 22900800
Total steps: 22903200
Total steps: 22905600
Total steps: 22908000
Total steps: 22910400
Total steps: 22912800
Total steps: 22915200
Total steps: 22917600
Total steps: 22920000
Total steps: 22922400
Total steps: 22924800
Total steps: 22927200
Total steps: 22929600
Total steps: 22932000
Total steps: 22934400
Total steps: 22936800
Total steps: 22939200
Total steps: 22941600
Total steps: 22944000
Total steps: 22946400
Total steps: 22948800
Total steps: 22951200
Total steps: 22953600
Total steps: 22956000
Total steps: 22958400
Total steps: 22960800
Total steps: 22963200
Total steps: 22965600
Total steps: 22968000
Total steps: 22970400
Total steps: 22972800
Total steps: 22975200
Total steps: 22977600
Total steps: 22980000
Total steps: 22982400
Total steps: 22984800
Total steps: 22987200
Total steps: 22989600
Total steps: 22992000
Total steps: 22994400
Total steps: 22996800
Total steps: 22999200
Total steps: 23001600
Total steps: 23004000
Total steps: 23006400
Total steps: 23008800
Total steps: 23011200
Total steps: 23013600
Total steps: 23016000
Total steps: 23018400
Total steps: 23020800
Total steps: 23023200
Total steps: 23025600
Total steps: 23028000
Total steps: 23030400
Total steps: 23032800
Total steps: 23035200
Total steps: 23037600
Total steps: 23040000
Total steps: 23042400
Total steps: 23044800
Total steps: 23047200
Total steps: 23049600
Total steps: 23052000
Total steps: 23054400
Total steps: 23056800
Total steps: 23059200
Total steps: 23061600
Total steps: 23064000
Total steps: 23066400
Total steps: 23068800
Total steps: 23071200
Total steps: 23073600
Total steps: 23076000
Total steps: 23078400
Total steps: 23080800
Total steps: 23083200
Total steps: 23085600
Total steps: 23088000
Total steps: 23090400
Total steps: 23092800
Total steps: 23095200
Total steps: 23097600
Total steps: 23100000
Total steps: 23102400
Total steps: 23104800
Total steps: 23107200
Total steps: 23109600
Total steps: 23112000
Total steps: 23114400
Total steps: 23116800
Total steps: 23119200
Total steps: 23121600
Total steps: 23124000
Total steps: 23126400
Total steps: 23128800
Total steps: 23131200
Total steps: 23133600
Total steps: 23136000
Total steps: 23138400
Total steps: 23140800
Total steps: 23143200
Total steps: 23145600
Total steps: 23148000
Total steps: 23150400
Total steps: 23152800
Total steps: 23155200
Total steps: 23157600
Total steps: 23160000
Total steps: 23162400
Total steps: 23164800
Total steps: 23167200
Total steps: 23169600
Total steps: 23172000
Total steps: 23174400
Total steps: 23176800
Total steps: 23179200
Total steps: 23181600
Total steps: 23184000
Total steps: 23186400
Total steps: 23188800
Total steps: 23191200
Total steps: 23193600
Total steps: 23196000
Total steps: 23198400
Total steps: 23200800
Total steps: 23203200
Total steps: 23205600
Total steps: 23208000
Total steps: 23210400
Total steps: 23212800
Total steps: 23215200
Total steps: 23217600
Total steps: 23220000
Total steps: 23222400
Total steps: 23224800
Total steps: 23227200
Total steps: 23229600
Total steps: 23232000
Total steps: 23234400
Total steps: 23236800
Total steps: 23239200
Total steps: 23241600
Total steps: 23244000
Total steps: 23246400
Total steps: 23248800
Total steps: 23251200
Total steps: 23253600
Total steps: 23256000
Total steps: 23258400
Total steps: 23260800
Total steps: 23263200
Total steps: 23265600
Total steps: 23268000
Total steps: 23270400
Total steps: 23272800
Total steps: 23275200
Total steps: 23277600
Total steps: 23280000
Total steps: 23282400
Total steps: 23284800
Total steps: 23287200
Total steps: 23289600
Total steps: 23292000
Total steps: 23294400
Total steps: 23296800
Total steps: 23299200
Total steps: 23301600
Total steps: 23304000
Total steps: 23306400
Total steps: 23308800
Total steps: 23311200
Total steps: 23313600
Total steps: 23316000
Total steps: 23318400
Total steps: 23320800
Total steps: 23323200
Total steps: 23325600
Total steps: 23328000
Total steps: 23330400
Total steps: 23332800
Total steps: 23335200
Total steps: 23337600
Total steps: 23340000
Total steps: 23342400
Total steps: 23344800
Total steps: 23347200
Total steps: 23349600
Total steps: 23352000
Total steps: 23354400
Total steps: 23356800
Total steps: 23359200
Total steps: 23361600
Total steps: 23364000
Total steps: 23366400
Total steps: 23368800
Total steps: 23371200
Total steps: 23373600
Total steps: 23376000
Total steps: 23378400
Total steps: 23380800
Total steps: 23383200
Total steps: 23385600
Total steps: 23388000
Total steps: 23390400
Total steps: 23392800
Total steps: 23395200
Total steps: 23397600
Total steps: 23400000
Total steps: 23402400
Total steps: 23404800
Total steps: 23407200
Total steps: 23409600
Total steps: 23412000
Total steps: 23414400
Total steps: 23416800
Total steps: 23419200
Total steps: 23421600
Total steps: 23424000
Total steps: 23426400
Total steps: 23428800
Total steps: 23431200
Total steps: 23433600
Total steps: 23436000
Total steps: 23438400
Total steps: 23440800
Total steps: 23443200
Total steps: 23445600
Total steps: 23448000
Total steps: 23450400
Total steps: 23452800
Total steps: 23455200
Total steps: 23457600
Total steps: 23460000
Total steps: 23462400
Total steps: 23464800
Total steps: 23467200
Total steps: 23469600
Total steps: 23472000
Total steps: 23474400
Total steps: 23476800
Total steps: 23479200
Total steps: 23481600
Total steps: 23484000
Total steps: 23486400
Total steps: 23488800
Total steps: 23491200
Total steps: 23493600
Total steps: 23496000
Total steps: 23498400
Total steps: 23500800
Total steps: 23503200
Total steps: 23505600
Total steps: 23508000
Total steps: 23510400
Total steps: 23512800
Total steps: 23515200
Total steps: 23517600
Total steps: 23520000
Total steps: 23522400
Total steps: 23524800
Total steps: 23527200
Total steps: 23529600
Total steps: 23532000
Total steps: 23534400
Total steps: 23536800
Total steps: 23539200
Total steps: 23541600
Total steps: 23544000
Total steps: 23546400
Total steps: 23548800
Total steps: 23551200
Total steps: 23553600
Total steps: 23556000
Total steps: 23558400
Total steps: 23560800
Total steps: 23563200
Total steps: 23565600
Total steps: 23568000
Total steps: 23570400
Total steps: 23572800
Total steps: 23575200
Total steps: 23577600
Total steps: 23580000
Total steps: 23582400
Total steps: 23584800
Total steps: 23587200
Total steps: 23589600
Total steps: 23592000
Total steps: 23594400
Total steps: 23596800
Total steps: 23599200
Total steps: 23601600
Total steps: 23604000
Total steps: 23606400
Total steps: 23608800
Total steps: 23611200
Total steps: 23613600
Total steps: 23616000
Total steps: 23618400
Total steps: 23620800
Total steps: 23623200
Total steps: 23625600
Total steps: 23628000
Total steps: 23630400
Total steps: 23632800
Total steps: 23635200
Total steps: 23637600
Total steps: 23640000
Total steps: 23642400
Total steps: 23644800
Total steps: 23647200
Total steps: 23649600
Total steps: 23652000
Total steps: 23654400
Total steps: 23656800
Total steps: 23659200
Total steps: 23661600
Total steps: 23664000
Total steps: 23666400
Total steps: 23668800
Total steps: 23671200
Total steps: 23673600
Total steps: 23676000
Total steps: 23678400
Total steps: 23680800
Total steps: 23683200
Total steps: 23685600
Total steps: 23688000
Total steps: 23690400
Total steps: 23692800
Total steps: 23695200
Total steps: 23697600
Total steps: 23700000
Total steps: 23702400
Total steps: 23704800
Total steps: 23707200
Total steps: 23709600
Total steps: 23712000
Total steps: 23714400
Total steps: 23716800
Total steps: 23719200
Total steps: 23721600
Total steps: 23724000
Total steps: 23726400
Total steps: 23728800
Total steps: 23731200
Total steps: 23733600
Total steps: 23736000
Total steps: 23738400
Total steps: 23740800
Total steps: 23743200
Total steps: 23745600
Total steps: 23748000
Total steps: 23750400
Total steps: 23752800
Total steps: 23755200
Total steps: 23757600
Total steps: 23760000
Total steps: 23762400
Total steps: 23764800
Total steps: 23767200
Total steps: 23769600
Total steps: 23772000
Total steps: 23774400
Total steps: 23776800
Total steps: 23779200
Total steps: 23781600
Total steps: 23784000
Total steps: 23786400
Total steps: 23788800
Total steps: 23791200
Total steps: 23793600
Total steps: 23796000
Total steps: 23798400
Total steps: 23800800
Total steps: 23803200
Total steps: 23805600
Total steps: 23808000
Total steps: 23810400
Total steps: 23812800
Total steps: 23815200
Total steps: 23817600
Total steps: 23820000
Total steps: 23822400
Total steps: 23824800
Total steps: 23827200
Total steps: 23829600
Total steps: 23832000
Total steps: 23834400
Total steps: 23836800
Total steps: 23839200
Total steps: 23841600
Total steps: 23844000
Total steps: 23846400
Total steps: 23848800
Total steps: 23851200
Total steps: 23853600
Total steps: 23856000
Total steps: 23858400
Total steps: 23860800
Total steps: 23863200
Total steps: 23865600
Total steps: 23868000
Total steps: 23870400
Total steps: 23872800
Total steps: 23875200
Total steps: 23877600
Total steps: 23880000
Total steps: 23882400
Total steps: 23884800
Total steps: 23887200
Total steps: 23889600
Total steps: 23892000
Total steps: 23894400
Total steps: 23896800
Total steps: 23899200
Total steps: 23901600
Total steps: 23904000
Total steps: 23906400
Total steps: 23908800
Total steps: 23911200
Total steps: 23913600
Total steps: 23916000
Total steps: 23918400
Total steps: 23920800
Total steps: 23923200
Total steps: 23925600
Total steps: 23928000
Total steps: 23930400
Total steps: 23932800
Total steps: 23935200
Total steps: 23937600
Total steps: 23940000
Total steps: 23942400
Total steps: 23944800
Total steps: 23947200
Total steps: 23949600
Total steps: 23952000
Total steps: 23954400
Total steps: 23956800
Total steps: 23959200
Total steps: 23961600
Total steps: 23964000
Total steps: 23966400
Total steps: 23968800
Total steps: 23971200
Total steps: 23973600
Total steps: 23976000
Total steps: 23978400
Total steps: 23980800
Total steps: 23983200
Total steps: 23985600
Total steps: 23988000
Total steps: 23990400
Total steps: 23992800
Total steps: 23995200
Total steps: 23997600
Total steps: 24000000
Total steps: 24002400
Total steps: 24004800
Total steps: 24007200
Total steps: 24009600
Total steps: 24012000
Total steps: 24014400
Total steps: 24016800
Total steps: 24019200
Total steps: 24021600
Total steps: 24024000
Total steps: 24026400
Total steps: 24028800
Total steps: 24031200
Total steps: 24033600
Total steps: 24036000
Total steps: 24038400
Total steps: 24040800
Total steps: 24043200
Total steps: 24045600
Total steps: 24048000
Total steps: 24050400
Total steps: 24052800
Total steps: 24055200
Total steps: 24057600
Total steps: 24060000
Total steps: 24062400
Total steps: 24064800
Total steps: 24067200
Total steps: 24069600
Total steps: 24072000
Total steps: 24074400
Total steps: 24076800
Total steps: 24079200
Total steps: 24081600
Total steps: 24084000
Total steps: 24086400
Total steps: 24088800
Total steps: 24091200
Total steps: 24093600
Total steps: 24096000
Total steps: 24098400
Total steps: 24100800
Total steps: 24103200
Total steps: 24105600
Total steps: 24108000
Total steps: 24110400
Total steps: 24112800
Total steps: 24115200
Total steps: 24117600
Total steps: 24120000
Total steps: 24122400
Total steps: 24124800
Total steps: 24127200
Total steps: 24129600
Total steps: 24132000
Total steps: 24134400
Total steps: 24136800
Total steps: 24139200
Total steps: 24141600
Total steps: 24144000
Total steps: 24146400
Total steps: 24148800
Total steps: 24151200
Total steps: 24153600
Total steps: 24156000
Total steps: 24158400
Total steps: 24160800
Total steps: 24163200
Total steps: 24165600
Total steps: 24168000
Total steps: 24170400
Total steps: 24172800
Total steps: 24175200
Total steps: 24177600
Total steps: 24180000
Total steps: 24182400
Total steps: 24184800
Total steps: 24187200
Total steps: 24189600
Total steps: 24192000
Total steps: 24194400
Total steps: 24196800
Total steps: 24199200
Total steps: 24201600
Total steps: 24204000
Total steps: 24206400
Total steps: 24208800
Total steps: 24211200
Total steps: 24213600
Total steps: 24216000
Total steps: 24218400
Total steps: 24220800
Total steps: 24223200
Total steps: 24225600
Total steps: 24228000
Total steps: 24230400
Total steps: 24232800
Total steps: 24235200
Total steps: 24237600
Total steps: 24240000
Total steps: 24242400
Total steps: 24244800
Total steps: 24247200
Total steps: 24249600
Total steps: 24252000
Total steps: 24254400
Total steps: 24256800
Total steps: 24259200
Total steps: 24261600
Total steps: 24264000
Total steps: 24266400
Total steps: 24268800
Total steps: 24271200
Total steps: 24273600
Total steps: 24276000
Total steps: 24278400
Total steps: 24280800
Total steps: 24283200
Total steps: 24285600
Total steps: 24288000
Total steps: 24290400
Total steps: 24292800
Total steps: 24295200
Total steps: 24297600
Total steps: 24300000
Total steps: 24302400
Total steps: 24304800
Total steps: 24307200
Total steps: 24309600
Total steps: 24312000
Total steps: 24314400
Total steps: 24316800
Total steps: 24319200
Total steps: 24321600
Total steps: 24324000
Total steps: 24326400
Total steps: 24328800
Total steps: 24331200
Total steps: 24333600
Total steps: 24336000
Total steps: 24338400
Total steps: 24340800
Total steps: 24343200
Total steps: 24345600
Total steps: 24348000
Total steps: 24350400
Total steps: 24352800
Total steps: 24355200
Total steps: 24357600
Total steps: 24360000
Total steps: 24362400
Total steps: 24364800
Total steps: 24367200
Total steps: 24369600
Total steps: 24372000
Total steps: 24374400
Total steps: 24376800
Total steps: 24379200
Total steps: 24381600
Total steps: 24384000
Total steps: 24386400
Total steps: 24388800
Total steps: 24391200
Total steps: 24393600
Total steps: 24396000
Total steps: 24398400
Total steps: 24400800
Total steps: 24403200
Total steps: 24405600
Total steps: 24408000
Total steps: 24410400
Total steps: 24412800
Total steps: 24415200
Total steps: 24417600
Total steps: 24420000
Total steps: 24422400
Total steps: 24424800
Total steps: 24427200
Total steps: 24429600
Total steps: 24432000
Total steps: 24434400
Total steps: 24436800
Total steps: 24439200
Total steps: 24441600
Total steps: 24444000
Total steps: 24446400
Total steps: 24448800
Total steps: 24451200
Total steps: 24453600
Total steps: 24456000
Total steps: 24458400
Total steps: 24460800
Total steps: 24463200
Total steps: 24465600
Total steps: 24468000
Total steps: 24470400
Total steps: 24472800
Total steps: 24475200
Total steps: 24477600
Total steps: 24480000
Total steps: 24482400
Total steps: 24484800
Total steps: 24487200
Total steps: 24489600
Total steps: 24492000
Total steps: 24494400
Total steps: 24496800
Total steps: 24499200
Total steps: 24501600
Total steps: 24504000
Total steps: 24506400
Total steps: 24508800
Total steps: 24511200
Total steps: 24513600
Total steps: 24516000
Total steps: 24518400
Total steps: 24520800
Total steps: 24523200
Total steps: 24525600
Total steps: 24528000
Total steps: 24530400
Total steps: 24532800
Total steps: 24535200
Total steps: 24537600
Total steps: 24540000
Total steps: 24542400
Total steps: 24544800
Total steps: 24547200
Total steps: 24549600
Total steps: 24552000
Total steps: 24554400
Total steps: 24556800
Total steps: 24559200
Total steps: 24561600
Total steps: 24564000
Total steps: 24566400
Total steps: 24568800
Total steps: 24571200
Total steps: 24573600
Total steps: 24576000
Total steps: 24578400
Total steps: 24580800
Total steps: 24583200
Total steps: 24585600
Total steps: 24588000
Total steps: 24590400
Total steps: 24592800
Total steps: 24595200
Total steps: 24597600
Total steps: 24600000
Total steps: 24602400
Total steps: 24604800
Total steps: 24607200
Total steps: 24609600
Total steps: 24612000
Total steps: 24614400
Total steps: 24616800
Total steps: 24619200
Total steps: 24621600
Total steps: 24624000
Total steps: 24626400
Total steps: 24628800
Total steps: 24631200
Total steps: 24633600
Total steps: 24636000
Total steps: 24638400
Total steps: 24640800
Total steps: 24643200
Total steps: 24645600
Total steps: 24648000
Total steps: 24650400
Total steps: 24652800
Total steps: 24655200
Total steps: 24657600
Total steps: 24660000
Total steps: 24662400
Total steps: 24664800
Total steps: 24667200
Total steps: 24669600
Total steps: 24672000
Total steps: 24674400
Total steps: 24676800
Total steps: 24679200
Total steps: 24681600
Total steps: 24684000
Total steps: 24686400
Total steps: 24688800
Total steps: 24691200
Total steps: 24693600
Total steps: 24696000
Total steps: 24698400
Total steps: 24700800
Total steps: 24703200
Total steps: 24705600
Total steps: 24708000
Total steps: 24710400
Total steps: 24712800
Total steps: 24715200
Total steps: 24717600
Total steps: 24720000
Total steps: 24722400
Total steps: 24724800
Total steps: 24727200
Total steps: 24729600
Total steps: 24732000
Total steps: 24734400
Total steps: 24736800
Total steps: 24739200
Total steps: 24741600
Total steps: 24744000
Total steps: 24746400
Total steps: 24748800
Total steps: 24751200
Total steps: 24753600
Total steps: 24756000
Total steps: 24758400
Total steps: 24760800
Total steps: 24763200
Total steps: 24765600
Total steps: 24768000
Total steps: 24770400
Total steps: 24772800
Total steps: 24775200
Total steps: 24777600
Total steps: 24780000
Total steps: 24782400
Total steps: 24784800
Total steps: 24787200
Total steps: 24789600
Total steps: 24792000
Total steps: 24794400
Total steps: 24796800
Total steps: 24799200
Total steps: 24801600
Total steps: 24804000
Total steps: 24806400
Total steps: 24808800
Total steps: 24811200
Total steps: 24813600
Total steps: 24816000
Total steps: 24818400
Total steps: 24820800
Total steps: 24823200
Total steps: 24825600
Total steps: 24828000
Total steps: 24830400
Total steps: 24832800
Total steps: 24835200
Total steps: 24837600
Total steps: 24840000
Total steps: 24842400
Total steps: 24844800
Total steps: 24847200
Total steps: 24849600
Total steps: 24852000
Total steps: 24854400
Total steps: 24856800
Total steps: 24859200
Total steps: 24861600
Total steps: 24864000
Total steps: 24866400
Total steps: 24868800
Total steps: 24871200
Total steps: 24873600
Total steps: 24876000
Total steps: 24878400
Total steps: 24880800
Total steps: 24883200
Total steps: 24885600
Total steps: 24888000
Total steps: 24890400
Total steps: 24892800
Total steps: 24895200
Total steps: 24897600
Total steps: 24900000
Total steps: 24902400
Total steps: 24904800
Total steps: 24907200
Total steps: 24909600
Total steps: 24912000
Total steps: 24914400
Total steps: 24916800
Total steps: 24919200
Total steps: 24921600
Total steps: 24924000
Total steps: 24926400
Total steps: 24928800
Total steps: 24931200
Total steps: 24933600
Total steps: 24936000
Total steps: 24938400
Total steps: 24940800
Total steps: 24943200
Total steps: 24945600
Total steps: 24948000
Total steps: 24950400
Total steps: 24952800
Total steps: 24955200
Total steps: 24957600
Total steps: 24960000
Total steps: 24962400
Total steps: 24964800
Total steps: 24967200
Total steps: 24969600
Total steps: 24972000
Total steps: 24974400
Total steps: 24976800
Total steps: 24979200
Total steps: 24981600
Total steps: 24984000
Total steps: 24986400
Total steps: 24988800
Total steps: 24991200
Total steps: 24993600
Total steps: 24996000
Total steps: 24998400
Total steps: 25000800
Total steps: 25003200
Total steps: 25005600
Total steps: 25008000
Total steps: 25010400
Total steps: 25012800
Total steps: 25015200
Total steps: 25017600
Total steps: 25020000
Total steps: 25022400
Total steps: 25024800
Total steps: 25027200
Total steps: 25029600
Total steps: 25032000
Total steps: 25034400
Total steps: 25036800
Total steps: 25039200
Total steps: 25041600
Total steps: 25044000
Total steps: 25046400
Total steps: 25048800
Total steps: 25051200
Total steps: 25053600
Total steps: 25056000
Total steps: 25058400
Total steps: 25060800
Total steps: 25063200
Total steps: 25065600
Total steps: 25068000
Total steps: 25070400
Total steps: 25072800
Total steps: 25075200
Total steps: 25077600
Total steps: 25080000
Total steps: 25082400
Total steps: 25084800
Total steps: 25087200
Total steps: 25089600
Total steps: 25092000
Total steps: 25094400
Total steps: 25096800
Total steps: 25099200
Total steps: 25101600
Total steps: 25104000
Total steps: 25106400
Total steps: 25108800
Total steps: 25111200
Total steps: 25113600
Total steps: 25116000
Total steps: 25118400
Total steps: 25120800
Total steps: 25123200
Total steps: 25125600
Total steps: 25128000
Total steps: 25130400
Total steps: 25132800
Total steps: 25135200
Total steps: 25137600
Total steps: 25140000
Total steps: 25142400
Total steps: 25144800
Total steps: 25147200
Total steps: 25149600
Total steps: 25152000
Total steps: 25154400
Total steps: 25156800
Total steps: 25159200
Total steps: 25161600
Total steps: 25164000
Total steps: 25166400
Total steps: 25168800
Total steps: 25171200
Total steps: 25173600
Total steps: 25176000
Total steps: 25178400
Total steps: 25180800
Total steps: 25183200
Total steps: 25185600
Total steps: 25188000
Total steps: 25190400
Total steps: 25192800
Total steps: 25195200
Total steps: 25197600
Total steps: 25200000
Total steps: 25202400
Total steps: 25204800
Total steps: 25207200
Total steps: 25209600
Total steps: 25212000
Total steps: 25214400
Total steps: 25216800
Total steps: 25219200
Total steps: 25221600
Total steps: 25224000
Total steps: 25226400
Total steps: 25228800
Total steps: 25231200
Total steps: 25233600
Total steps: 25236000
Total steps: 25238400
Total steps: 25240800
Total steps: 25243200
Total steps: 25245600
Total steps: 25248000
Total steps: 25250400
Total steps: 25252800
Total steps: 25255200
Total steps: 25257600
Total steps: 25260000
Total steps: 25262400
Total steps: 25264800
Total steps: 25267200
Total steps: 25269600
Total steps: 25272000
Total steps: 25274400
Total steps: 25276800
Total steps: 25279200
Total steps: 25281600
Total steps: 25284000
Total steps: 25286400
Total steps: 25288800
Total steps: 25291200
Total steps: 25293600
Total steps: 25296000
Total steps: 25298400
Total steps: 25300800
Total steps: 25303200
Total steps: 25305600
Total steps: 25308000
Total steps: 25310400
Total steps: 25312800
Total steps: 25315200
Total steps: 25317600
Total steps: 25320000
Total steps: 25322400
Total steps: 25324800
Total steps: 25327200
Total steps: 25329600
Total steps: 25332000
Total steps: 25334400
Total steps: 25336800
Total steps: 25339200
Total steps: 25341600
Total steps: 25344000
Total steps: 25346400
Total steps: 25348800
Total steps: 25351200
Total steps: 25353600
Total steps: 25356000
Total steps: 25358400
Total steps: 25360800
Total steps: 25363200
Total steps: 25365600
Total steps: 25368000
Total steps: 25370400
Total steps: 25372800
Total steps: 25375200
Total steps: 25377600
Total steps: 25380000
Total steps: 25382400
Total steps: 25384800
Total steps: 25387200
Total steps: 25389600
Total steps: 25392000
Total steps: 25394400
Total steps: 25396800
Total steps: 25399200
Total steps: 25401600
Total steps: 25404000
Total steps: 25406400
Total steps: 25408800
Total steps: 25411200
Total steps: 25413600
Total steps: 25416000
Total steps: 25418400
Total steps: 25420800
Total steps: 25423200
Total steps: 25425600
Total steps: 25428000
Total steps: 25430400
Total steps: 25432800
Total steps: 25435200
Total steps: 25437600
Total steps: 25440000
Total steps: 25442400
Total steps: 25444800
Total steps: 25447200
Total steps: 25449600
Total steps: 25452000
Total steps: 25454400
Total steps: 25456800
Total steps: 25459200
Total steps: 25461600
Total steps: 25464000
Total steps: 25466400
Total steps: 25468800
Total steps: 25471200
Total steps: 25473600
